name Instability Abstractness
net.imagej.types 0.8936170212765957 0.08333333333333333
net.imagej.ui 1.0 0.5
net.imagej.ui.awt 1.0 0.0
net.imagej.ui.dnd 1.0 0.0
net.imagej.ui.swing 0.9523809523809523 0.0
net.imagej.ui.swing.commands 1.0 0.0
net.imagej.ui.swing.mdi.viewer 1.0 0.0
net.imagej.ui.swing.overlay 0.9800995024875622 0.07692307692307693
net.imagej.ui.swing.script 0.96875 0.06097560975609756
net.imagej.ui.swing.script.commands 0.95 0.0
net.imagej.ui.swing.sdi.viewer 1.0 0.0
net.imagej.ui.swing.tools 0.2222222222222222 0.0
net.imagej.ui.swing.updater 1.0 0.023809523809523808
net.imagej.ui.swing.viewer.image 0.9830508474576272 0.3
net.imagej.ui.swing.viewer.table 1.0 0.0
net.imagej.ui.swing.widget 1.0 0.14285714285714285
net.imagej.ui.viewer.image 0.8444444444444444 0.4444444444444444
net.imagej.ui.viewer.table 0.75 1.0
net.imagej.updater 0.7912087912087912 0.10638297872340426
net.imagej.updater.action 0.875 0.0
net.imagej.updater.util 0.6583333333333333 0.16129032258064516
net.imagej.util 0.9393939393939394 0.0
net.imagej.widget 0.5714285714285714 0.75
net.imglib2 0.03142857142857143 0.6666666666666666
net.imglib2.algorithm 0.3333333333333333 1.0
net.imglib2.algorithm.componenttree 0.7142857142857143 0.5454545454545454
net.imglib2.algorithm.componenttree.mser 1.0 0.125
net.imglib2.algorithm.componenttree.pixellist 0.90625 0.0
net.imglib2.algorithm.dog 1.0 0.0
net.imglib2.algorithm.edge 1.0 0.0
net.imglib2.algorithm.fft2 0.9696969696969697 0.0
net.imglib2.algorithm.floydsteinberg 1.0 0.0
net.imglib2.algorithm.function 1.0 0.2
net.imglib2.algorithm.gauss 1.0 0.2
net.imglib2.algorithm.gauss3 0.9361702127659575 0.047619047619047616
net.imglib2.algorithm.gradient 0.9333333333333333 0.0
net.imglib2.algorithm.integral 1.0 0.0
net.imglib2.algorithm.kdtree 1.0 0.0
net.imglib2.algorithm.labeling 1.0 0.0
net.imglib2.algorithm.localextrema 0.9772727272727273 0.125
net.imglib2.algorithm.region.hypersphere 1.0 0.0
net.imglib2.algorithm.region.localneighborhood 0.7666666666666667 0.20689655172413793
net.imglib2.algorithm.region.localneighborhood.old 1.0 0.0
net.imglib2.algorithm.stats 0.9655172413793104 0.1111111111111111
net.imglib2.collection 0.875 0.1
net.imglib2.concatenate 0.35 0.6666666666666666
net.imglib2.converter 0.4606741573033708 0.25
net.imglib2.converter.read 0.8095238095238095 0.0
net.imglib2.converter.readwrite 0.9130434782608695 0.07692307692307693
net.imglib2.display 0.075 0.5714285714285714
net.imglib2.display.awt 0.6 0.0
net.imglib2.display.projector 0.625 0.5
net.imglib2.display.projector.composite 0.7 0.0
net.imglib2.display.projector.sampler 1.0 0.25
net.imglib2.display.projector.specialized 1.0 0.0
net.imglib2.display.projector.volatiles 1.0 0.0
net.imglib2.display.screenimage 0.5 1.0
net.imglib2.display.screenimage.awt 0.8888888888888888 0.15384615384615385
net.imglib2.exception 0.15789473684210525 0.0
net.imglib2.histogram 0.42105263157894735 0.2
net.imglib2.img 0.21238938053097345 0.5833333333333334
net.imglib2.img.array 0.45544554455445546 0.0
net.imglib2.img.basictypeaccess 0.0196078431372549 1.0
net.imglib2.img.basictypeaccess.array 0.11764705882352941 0.1111111111111111
net.imglib2.img.cell 0.6885245901639344 0.42857142857142855
net.imglib2.img.constant 1.0 0.0
net.imglib2.img.display.imagej 0.9859154929577465 0.14285714285714285
net.imglib2.img.imageplus 0.96 0.0
net.imglib2.img.list 0.7037037037037037 0.16666666666666666
net.imglib2.img.planar 0.8070175438596491 0.08333333333333333
net.imglib2.img.sparse 1.0 0.11764705882352941
net.imglib2.img.transform 0.9090909090909091 0.0
net.imglib2.interpolation 0.29411764705882354 0.5
net.imglib2.interpolation.neighborsearch 1.0 0.0
net.imglib2.interpolation.randomaccess 0.8275862068965517 0.0
net.imglib2.iterator 0.4117647058823529 0.0
net.imglib2.labeling 0.6764705882352942 0.3181818181818182
net.imglib2.meta 0.10658307210031348 0.5151515151515151
net.imglib2.meta.axis 0.3157894736842105 0.3333333333333333
net.imglib2.meta.units 1.0 0.4
net.imglib2.meta.view 1.0 0.0
net.imglib2.multithreading 0.6666666666666666 0.3333333333333333
net.imglib2.neighborsearch 0.8181818181818182 0.3333333333333333
net.imglib2.ops.condition 0.5151515151515151 0.09090909090909091
net.imglib2.ops.data 0.7777777777777778 0.0
net.imglib2.ops.function 0.009009009009009009 1.0
net.imglib2.ops.function.bool 1.0 0.0
net.imglib2.ops.function.complex 0.9523809523809523 0.0
net.imglib2.ops.function.general 0.8571428571428571 0.0
net.imglib2.ops.function.real 0.574468085106383 0.022222222222222223
net.imglib2.ops.img 0.875 0.16666666666666666
net.imglib2.ops.input 0.36363636363636365 0.3333333333333333
net.imglib2.ops.operation 0.004081632653061225 1.0
net.imglib2.ops.operation.bool.binary 1.0 0.0
net.imglib2.ops.operation.complex.binary 0.2692307692307692 0.1
net.imglib2.ops.operation.complex.real.unary 1.0 0.0
net.imglib2.ops.operation.complex.unary 0.3333333333333333 0.02857142857142857
net.imglib2.ops.operation.img.binary 1.0 0.0
net.imglib2.ops.operation.img.unary 0.9523809523809523 0.0
net.imglib2.ops.operation.imgplus.unary 1.0 0.0
net.imglib2.ops.operation.interval.binary 1.0 0.0
net.imglib2.ops.operation.interval.unary 1.0 0.0
net.imglib2.ops.operation.iterable.binary.localthresholder 1.0 0.0
net.imglib2.ops.operation.iterable.unary 0.7333333333333333 0.0
net.imglib2.ops.operation.iterableinterval.binary 1.0 0.0
net.imglib2.ops.operation.iterableinterval.unary 0.953125 0.0
net.imglib2.ops.operation.iterableinterval.unary.multilevelthresholder 1.0 0.0
net.imglib2.ops.operation.labeling.binary 1.0 0.0
net.imglib2.ops.operation.labeling.unary 1.0 0.0
net.imglib2.ops.operation.metadata.unary 0.7333333333333333 0.0
net.imglib2.ops.operation.randomaccessible.binary 0.9230769230769231 0.0
net.imglib2.ops.operation.randomaccessible.unary 1.0 0.0
net.imglib2.ops.operation.randomaccessibleinterval.binary 1.0 0.0
net.imglib2.ops.operation.randomaccessibleinterval.unary 1.0 0.05263157894736842
net.imglib2.ops.operation.randomaccessibleinterval.unary.morph 0.8571428571428571 0.0
net.imglib2.ops.operation.randomaccessibleinterval.unary.regiongrowing 0.9565217391304348 0.16666666666666666
net.imglib2.ops.operation.real.binary 0.25 0.05555555555555555
net.imglib2.ops.operation.real.complex.unary 1.0 0.0
net.imglib2.ops.operation.real.unary 0.358974358974359 0.0136986301369863
net.imglib2.ops.operation.subset.views 0.9423076923076923 0.0
net.imglib2.ops.parse 0.9788732394366197 0.0
net.imglib2.ops.parse.token 0.5833333333333334 0.02857142857142857
net.imglib2.ops.pointset 0.35365853658536583 0.10344827586206896
net.imglib2.ops.relation 0.03333333333333333 1.0
net.imglib2.ops.relation.bool.binary 1.0 0.0
net.imglib2.ops.relation.complex.binary 1.0 0.0
net.imglib2.ops.relation.general.binary 1.0 0.0
net.imglib2.ops.relation.general.unary 1.0 0.0
net.imglib2.ops.relation.real.binary 0.8 0.0
net.imglib2.ops.relation.real.unary 1.0 0.0
net.imglib2.ops.sandbox 1.0 0.15
net.imglib2.ops.types 0.2857142857142857 0.0
net.imglib2.ops.util 0.15789473684210525 0.25
net.imglib2.outofbounds 0.4166666666666667 0.2857142857142857
net.imglib2.position.transform 0.7692307692307693 0.16666666666666666
net.imglib2.realtransform 0.967741935483871 0.23076923076923078
net.imglib2.roi 0.5964912280701754 0.2
net.imglib2.sampler.special 0.8888888888888888 0.0
net.imglib2.transform 0.1875 0.75
net.imglib2.transform.integer 0.5384615384615384 0.42857142857142855
net.imglib2.type 0.02158273381294964 1.0
net.imglib2.type.label 0.9411764705882353 0.0
net.imglib2.type.logic 0.21311475409836064 0.0
net.imglib2.type.numeric 0.028089887640449437 0.6666666666666666
net.imglib2.type.numeric.complex 0.23333333333333334 0.3333333333333333
net.imglib2.type.numeric.integer 0.24444444444444444 0.3333333333333333
net.imglib2.type.numeric.real 0.16379310344827586 0.3333333333333333
net.imglib2.type.volatiles 0.8333333333333334 0.5
net.imglib2.util 0.43312101910828027 0.0
net.imglib2.view 0.4557823129251701 0.05
net.imglib2.view.composite 0.9545454545454546 0.16666666666666666
